"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","3.5","4.9","3.8","4.7","5.5","5.6","7.6","","","","","","","","9.85","20.47","17.34","17.04","17.33","16.49","14.37","15.68","17.36","17.73","17.91","14.92","14.03","14.94","12.98","",
"American Samoa","ASM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.34","","","","","","","","","","4.88","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","15.54","14.76","14.43","16.98","","","","","","","","","","","","","","","","","","","","","","","","","8.04","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","5.16","5.07","4.81","6.35","9.72","8.69","7.94","7.67","7.76","6.77","5.71","6.74","9.89","11.31","11.51","9.98","8.74","8.71","8.59","7.95","7.04","6.46","6.98","6.54","5.89","5.28","4.88","4.67","4.04","3.96","5.69","5.08","4.9","5.14","5.71","6","6.04","5.65","5.53","5.28","5.21","6.55","5.21","3.77",
"Austria","AUT","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","2","1.6","0.9","0.7","0.6","0.8","1.5","1.6","1.4","1.7","1.7","1.6","1.84","2.77","3.49","3.93","3.64","3.15","3.61","3.25","2.84","3.02","3.33","3.46","4.07","3.21","3.92","5.34","5.06","5.47","4.65","4.76","3.91","5.11","5.13","5.79","5.5","5.04","4.55","3.98","5.58","5.06","4.63","4.98","5.4","5.89","6.18","6.48","5.97","5.11","4.68","5.36","6.51","",
"Azerbaijan","AZE","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07","0.13","0.37","0.46","0.6","0.7","0.83","0.93","14.19","10.89","10.34","9.72","9.07","7.94","7.23","6.88","7.09","6.15","4.94","4.39","4.43","4.32","4.04","4.02","4.09","4.2","4.07","4.1","4.03","5.96","4.92","",
"Burundi","BDI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.72","","","","","","","","","15","","","","","","","4.07","","2.16","","","","","","2.05","","","","","","1.09","","",
"Belgium","BEL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","1.9","2.3","2.2","2.2","3.7","4.3","3.08","5","3.86","5.5","7.54","9.5","8.08","8.03","7.35","7.14","7.29","6.94","5.3","4.55","4.55","4.79","6.16","7.7","7.31","7.41","7.09","7.58","7.47","5.31","5.63","6.24","7.44","6.65","7.6","7.4","6.66","6.47","7.74","8.11","7.11","7.65","8.64","9.02","9.09","8.06","7.11","6.28","5.73","5.73","6.62","",
"Benin","BEN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19","","","","","","2.21","","","","","","","","","","0.93","","","","","","","","0.93","2.42","","","","","","","1.24","","","","",
"Burkina Faso","BFA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","","","","","","","","","","","","","2.31","","","","","","","","","2.8","","","","","","","3.86","","","","4.75","","","","",
"Bangladesh","BGD","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","1.76","1.58","0.76","","","0.97","","2.25","","","","","2.71","","","","3.24","","","4.17","","3.35","2.66","","","4.2","2.95","","","3.15","","","3.09","3.32","","","","","",
"Bulgaria","BGR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9","12.6","14","16.57","20.86","18.78","14.2","12.4","10.3","8.64","6.52","5.48","6.99","10.86","12.26","13.52","13.9","12.31","9.78","8.1","6.35","5.69","4.54","5.43","5.47","",
"Bahrain","BHR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","2.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.44","","0.47","","","","","","","","","","",
"Bahamas, The","BHS","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","5.16","","16.7","","15.78","","8.44","","","","","","","9.59","","8.2","10.86","7.68","12.23","13.88","12.45","12.59","9.99","8.6","8.29","5.75","6.03","","6.71","","9.99","","9.26","7.03","6.72","7.18","14.45","","13.71","14.07","16.11","13","11","11.1","8","10.1","","","","",
"Bosnia and Herzegovina","BIH","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.46","","","","","","","","","","15.15","","","","","28.92","26.72","21.4","23.11","25.68","26.11","26.37","26.55","25.18","25.78","22.53","18.87","17.21","13.65","14.12","12.66","",
"Belarus","BLR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.2","0.9","1.6","2.2","3","1.9","1.6","1.6","1.7","1.9","2.3","1.2","1.2","1","0.8","0.7","0.7","7.5","","0.6","0.6","0.6","0.7","1.2","7.48","7.23","5.93","5.11","4.77","4.73","",
"Belize","BLZ","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.64","8.99","9.94","11.67","8.86","10.61","9","","5.79","7.47","","","7.34","6.21","5.85","","","","","","5.82","4.75","5.44","4.4","4.59","","5.87","","6.84","",
"Bermuda","BMU","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13","","","","","","","","","5.96","7.01","","8.7","7.72","9.8","","","","","","","","",
"Bolivia","BOL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","21.78","22.2","22.63","19.99","10.23","6.18","6.22","5.48","6.54","3.26","3.38","4.98","2.11","","3.38","3.58","4.46","4.31","","3.56","4.54","4.54","4.53","1.98","2.46","","1.92","1.49","1.98","1.36","2.62","3.09","3.34","3.44","3.43","6.42","4.59","",
"Brazil","BRA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","1.93","2.12","2.15","2.75","","3.9","4.7","4.62","3.9","3.17","2.22","3.34","3.54","3.01","3.83","","5.41","5.16","","5.86","6.35","7.03","7.85","8.76","","8.44","8.42","8.89","7.63","7.94","7.34","6.84","6.01","6.92","","5.45","5.8","5.67","5.6","7.22","10.06","11.19","10.72","10.05","11.78","10.66","7.46",
"Barbados","BRB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","8.16","8.34","11.17","7.1","7.51","5.44","6.93","7.21","12.93","14.19","12.99","13.17","12.64","9.15","6.07","6.58","20.59","21.63","18.39","16.62","11.71","11.41","8.53","7.89","7.49","8.01","8.5","9.53","","","","","","10.15","10.9","9.8","10.95","11.66","11.81","10.63","7.85","8.47","8.12","9.53","","","",
"Brunei Darussalam","BRN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","4.02","2.44","2.59","1.92","1.97","","","","","","","","3.7","","","","","","","","","","","","","","","","","","","","","","","6.12","","","8.8","7.72","5.75","6.44","3.87","",
"Bhutan","BTN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.2","","1.3","","","1.89","2.9","2.63","","","2.64","2.7","1.85","1.9","2.2","1.91","1.84","","","2.68","2.24","4.13","3.62","",
"Botswana","BWA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","19.7","","","","","","11.68","","","19.7","","19.52","","18.62","","14.76","15.69","","21.4","","","15.64","","","13","14.59","","","","","","","","","18.35","19.5","20.2","21.38",
"Central African Republic","CAF","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","6.5","7","6.8","5.8","5.6","","6.42","7.36","7.64","6.77","7.01","7.16","11.25","12.34","11.37","10.45","9.47","8.53","7.43","7.37","8.16","10.82","12.01","11.95","10.89","9.8","9.89","9.25","8.52","7.83","6.94","7.53","8.13","7.94","7.48","7.01","6.52","6.38","6.57","9.54","8.79","7.96","7.72","7.5","7.38","7.46","7.68","6.78","6.14","6.03","9.53","7.68","5.38",
"Central Europe and the Baltics","CEB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1773026123112","9.60165473757442","8.93411134899359","8.50118601622402","8.38127345101595","10.1232331271834","11.9765912487884","12.8964009669025","13.5084804564952","12.7391493146173","12.771094947839","11.53651400363","9.69416907373256","7.48811098346395","6.29674041566946","8.51204884627187","9.96584366539882","9.7094101477048","9.84893691216963","9.89096029984908","8.64347767918735","7.74626158751621","6.53226167609488","5.32625432585539","4.32976313939439","3.7234646380726","4.33802719997781","4.48731012250402","",
"Switzerland","CHE","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","0.4","0.8","0.4","0.3","0.3","0.2","0.2","0.4","0.8","1","0.8","0.7","0.6","0.6","0.5","1.71","1.2","1.89","2.89","3.09","2.68","3.37","4.28","3.16","2.67","2.29","1.7","2.78","3.81","3.94","3.89","3.4","2.92","2.82","3.76","4.48","4.08","4.28","4.6","4.69","4.7","4.84","4.57","4.37","4.11","4.66","4.91","",
"Channel Islands","CHI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","11.4","11.38","13.43","13.48","10.62","11.91","20.18","14.63","13.03","","8.34","","5.6","5","5.65","5.06","3.89","4.19","5.43","4.44","6.13","5.88","6.26","10.14","9.45","9.59","9.32","8.55","8.55","7.64","7.42","6.95","7.51","9.97","7.43","6.3","5.62","5.54","6.33","6.05","6.36","6.6","6.68","6.74","10.78","9.09","7.83",
"China","CHN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.13","3.55","","","1.56","2.86","","1.94","","","",
"Cameroon","CMR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.47","","","","","8.18","","","","4.2","","2.64","","","3.4","","","","3.06","","","","","","","","",
"Congo, Dem. Rep.","COD","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.64","","","","","","","5.32","","","","","","","","1.83","","",
"Congo, Rep.","COG","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.48","","","","23.16","","","9.4","","","","","","","","","","",
"Colombia","COL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","9.15","","7.8","","","7.5","","","9.1","10.81","10.66","10.03","8.24","","","","7.58","6.69","5.3","5.28","6.75","9.44","9.82","12.52","17.23","16.94","12.02","11.97","10.51","10.71","8.74","","8.74","8.87","9.37","8.82","8.09","7.78","7.27","6.96","6.69","7.04","7.12","7.42","8.22","12.78","10.9","8.62",
"Comoros","COM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.36","","","","","","","","","","6.68","","","","","","","5.37","",
"Cabo Verde","CPV","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.26","","","","","","","","","","","","","","","","","","","","","","","","","31","","11.82","12.66","10.66","","","",
"Costa Rica","CRI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.18","5.59","5.8","5.38","5","4.33","3.2","4.13","6.56","5.96","8.05","7.97","7.2","7.17","7.13","6.79","6.49","7.46","8.52","13.22","11.74","8.66",
"Caribbean small states","CSS","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5383312525108","11.5421710113764","12.5031688883135","13.3360296044954","12.1817333914536","11.995021919622","10.8721428877796","10.784976357327","10.0752895241767","9.98807293350487","","9.48330632514375","9.39270311056008","8.68280208754064","","7.43584208538556","6.39125237584912","5.59169174642447","4.88527789404067","6.55902227750261","5.27951624611062","6.28381239304493","6.69196052123579","6.95519031683397","5.95869182042458","7.28858016380533","5.82974360285953","","","5.28972355092069","","","",
"Cuba","CUB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.45","4.86","4.73","4.42","4.29","3.81","3.13","2.56","1.71","1.65","1.8","1.73","1.74","1.35","1.47","2.37","2.97","3.37","3.13","2.4","2.3","1.9","1.7","1.6","","","","",
"Curacao","CUW","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3","","17.62","","",
"Cayman Islands","CYM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.21","","","","","","","","","","","","","2.48","","2.45","3.49","3.84","7.04","","8.07","7.1","6.7","4.75","3.3","","","","","","","",
"Cyprus","CYP","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","11.3","8","3","1.7","1.5","1.6","2.4","2.4","2.9","2.9","2.9","2.9","2.7","2.2","1.7","1.4","2.2","2","1.8","2","1.9","2.3","2.7","2.8","4.3","2.85","2.66","2.6","3.78","3.54","4.49","3.9","3.41","3.21","5.49","6.23","8.12","12.78","16.8","17.22","15.15","12.66","10.97","8.16","6.32","7.7","7.08","",
"Czechia","CZE","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","2.44","2.2","3.42","3.58","3.4","3.29","3.89","5.04","7.27","7.33","6.74","5.9","6.1","7.02","6.45","5.81","4.22","3.46","5.85","6.38","5.8","6.03","5.9","5.1","4.23","3.38","2.34","1.79","1.72","2.23","2.31","",
"Germany","DEU","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.75","5.66","5.83","5.54","6.09","5.27","4.54","4.04","4.42","4.91","6.46","7.54","7.05","8.24","9.31","9.29","8.56","7.64","7.77","8.7","10.18","11.25","11.39","10.31","8.54","7.42","8.1","7.37","6.03","5.55","5.5","5.28","4.97","4.45","4.12","3.79","3.49","4.22","3.91","",
"Djibouti","DJI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.07","","","","","",
"Dominica","DMA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.94","","9.85","","","","","","19.69","","13.07","","11.92","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","1.1","2.5","5.8","5.5","6.1","6.6","5.1","6.5","9.2","9.7","9.16","7.78","6.37","4.56","5.2","5.78","7.51","7.84","8.3","8.29","10.4","7.21","5.61","5.54","4.52","3.85","4.49","4.04","3.62","4.24","5.09","5","4.44","3.33","3.45","3.34","7.07","8.62","7.9","7.8","7.12","6.73","6.06","5.64","5.64","4.94","4.8","5.33","4.99","",
"Dominican Republic","DOM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17","5.17","4.92","5.26","4.32","4.87","3.84","3.81","3.22","4.12","4.12","4.69","5.15","5.34","4.83","5.45","4.99","4.29","3.67","3.95","4.16","4.35","",
"Algeria","DZA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.68","21.3","21.7","","","","","","25.32","","","29.78","","","23.43","17.54","","","","","8.57","8.11","","9.56","8.3","8.96","9.92","8.18","9.78","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.16891180619313","","","","","","4.95844191589818","","","","","7.46888875879477","","","","","4.23122894330775","","4.47543104636491","","","","","","6.63905845117534","6.07271731896526","7.47397505174912","6.42456269321995","",
"East Asia & Pacific","EAS","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.46303742069036","5.87396031372491","7.32067924815725","7.71372535622756","8.53721648150367","9.83693095354805","11.0872739894452","11.5206294037222","9.6771830128673","9.59450551448662","9.20489489972955","9.23169061474293","8.98633563239325","8.43837080374703","8.25220413747544","7.58124147834498","7.64748721564929","9.69778610566229","8.87703351371745","7.8204820719033","7.11634975393086","7.24889649692066","7.75055308527001","7.75472639848078","7.97096736866917","7.51390577519501","7.39146163778867","7.50601608891872","7.67987624285361","7.21541934096346","",
"Europe & Central Asia","ECS","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7842218714461","8.18135882627246","9.01309400131229","8.70011817121818","9.08360644938947","9.37645262157903","9.48699830833126","9.44420072655444","8.52192838229029","8.20247272627916","8.41679801487748","8.5936613589875","8.66025335033287","8.28507378913822","7.75270385138719","6.90455449895185","6.94586722362566","9.19957521721058","9.19249062500029","8.76029353143673","8.99664197360728","9.17159891513893","9.01293669919506","8.57807892973752","8.13739000644416","7.40712117718127","6.86635973779292","6.62369366447538","7.15850628451309","6.89555318991789","",
"Ecuador","ECU","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25","5.14","5.76","4.1","5.18","5.63","5.85","5.44","5.38","7.98","6.92","8.38","10.26","3.84","3.62","","5.36","4.53","3.18","3.02","2.63","3.2","3.77","3.52","2.93","2.85","2.7","3.06","3.01","3.7","3.05","2.92","3.25","5.27","3.64","",
"Egypt, Arab Rep.","EGY","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","2.42","2.72","3.47","3.94","3.82","3.85","5.65","4.68","","","","","5.5","5.1","5.78","6.35","7.5","7.3","7.38","6.9","5.19","4.93","4.94","5.06","5.67","6.22","7.43","5.81","7.11","6.68","5.82","5.53","5.04","4.77","8.77","9.23","9.8","9.73","9.39","8.88","8.25","6.8","4.83","5.98","5.63","",
"Euro area","EMU","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2131650002918","6.42340085082729","6.89770371843874","8.74409759702866","9.81569064602544","9.41988774207404","9.85765809656915","9.97279835128611","9.46152461360035","8.80323109039865","7.89911142247843","7.17017394105234","7.56576056282681","8.04772686700124","8.33960199184753","8.17865799289654","7.44817205860295","6.63557358876709","6.87882895876526","9.43342809067147","9.96769277412564","9.95203048338409","11.2075736927267","11.8216718207998","11.4013922230818","10.671570202087","9.70381699281187","8.70258105563461","7.82691581743521","7.19377347813318","7.52776683132915","7.36698592163613","",
"Eritrea","ERI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","2.45","3.94","5.02","3.3","5.06","6.56","8.17","10.83","13.43","14.9","16.18","19.05","20.16","19.59","17.02","15.62","13.14","11.99","11.95","13.47","18.39","19.8","17.86","17.57","16.1","13.65","10.77","9.48","7.35","7.86","8.27","8.33","7.13","6.35","6.41","10.05","17.64","19.57","21.04","24.58","25.6","23.6","20.77","18.12","15.66","13.72","12.45","13.87","13.05","",
